57	15156	3	18.58
1544	630	3	22.51
109	11430	5	25.19
123	403	11	22.67
5934	116	3	11.92
152	1047	6	25.55
12807	114	3	16.38
11117	356	12	174.57
17163	102	3	10.03
107	13675	3	10.82
1201	2307	11	135.92
26982	444	4	61.52
1003	4007	10	130.67
367	674	5	28.5
111	9573	9	59.51
106	11190	3	9.2
10019	105	3	7.45
11045	12	4	6.9
5357	101	6	5.75
14412	14	4	11.27
126	889	5	12.1
127	773	4	7.6
101	33367	3	17.91
125	526	11	30.58
105	5977	6	15.57
4161	244	8	75.05
1535	14	29	44.56
18486	1392	7	126.54
101	6599	21	89.64
2118	4020	4	50.75
105	7961	14	75.27
223	352	30	194.35
22258	12	3	9.71
2845	1425	3	31.31
286	669	3	12.34
190	109	37	10.87
104	1390	108	596.29
103	2010	21	46.83
155	840	3	7.94
133	796	3	5.57
156	191	9	13.72
315	311	6	23.97
3323	220	4	28.51
2947	6017	4	57.41
103	3466	60	400.37
191	853	22	160.74
105	2105	61	320.7
12145	14	3	5.23
11120	12	5	11.48
103	1361	125	699.56
3227	101	14	19.32
103	6072	4	5.93
25781	298	3	40.17
114	10292	3	14.64
182	12	331	396.4
183	485	3	6.81
11148	102	5	16.72
21406	14	3	10.75
6601	12	6	7.96
689	102	30	27.08
152	1094	7	32.53
35718	101	3	17.91
3762	101	11	14.19
10631	12	4	6.9
126	4027	3	13.4
125	3657	3	12.37
19836	7466	3	58.68
107	13696	5	23.94
1268	21	4	14.35
12	18565	6	26.62
19067	11845	5	113
106	10098	4	13.14
7108	102	6	14.48
2055	845	3	25.94
21715	109	3	18.18
102	2720	7	5.73
27119	127	3	32.22
109	31349	3	21.95
518	4606	3	28.62
2043	27824	4	78.97
482	409	3	12.99
101	5507	5	3.86
119	11468	3	18.32
104	4301	5	7.21
21528	57	3	22.43
103	4929	9	22.72
358	121	6	4.34
1694	6390	9	137.12
102	6913	4	6.4
14371	9221	3	57.04
101	8151	5	7.63
424	157	8	26.25
101	3185	12	13.24
2749	108	4	4.89
103	458	77	143.42
6871	102	4	6.4
21373	369	3	40.07
3082	103	54	304.42
108	11996	7	42.08
101	21459	4	16.45
10530	102	3	6.12
104	37277	3	22.56
18273	825	6	97.91
106	15959	4	19.49
150	997	4	13.4
112	15215	4	25.91
181	391	4	9.24
121	461	19	59.59
125	1947	3	8.53
627	894	4	27.71
311	118	13	14.54
246	166	7	12.59
101	18978	4	14.63
5019	881	4	45.38
5017	101	25	94.3
1047	771	4	30.65
349	57	16	18.96
415	165	3	4.87
101	28896	3	13.51
83	21	5	5.12
4867	841	4	44.78
612	142	22	122.1
116	6668	5	26.39
16	7864	5	41.13
978	1574	3	25.24
14470	101	8	35.17
592	238	3	9.75
101	15587	5	16.5
1742	12	16	9.22
35270	32327	3	86.84
269	1253	3	15.25
101	13737	3	5.35
12836	14	6	20.28
108	17204	3	14.97
1740	186	6	36.7
266	165	4	4.49
718	2562	11	126.62
27479	18217	4	102.39
160	8476	3	23.42
567	615	7	49.73
145	4683	3	17.74
5073	106	7	19.25
132	11373	8	80.68
114	4589	5	19.4
1014	104	17	16.19
668	11168	12	194.61
1106	142	4	13.52
195	1039	5	24.03
1079	5985	3	34.82
4351	1863	3	36.02
112	369	22	31.96
138	1081	4	12.49
676	107	226	1364.01
3988	2428	50	1006.01
4120	185	3	19.73
2044	2955	3	33.86
4835	3143	22	401.67
109	2542	8	18.32
108	2155	16	52.45
710	2498	4	37.24
107	2774	24	94.27
6399	104	3	4.17
106	793	27	42.62
1219	186	6	32.24
570	142	29	172.98
410	445	5	25.99
106	6370	4	8.87
12	15320	4	10.79
234	715	6	29.65
59	6375	5	26.34
103	11893	4	12.48
9076	10396	5	96.53
498	14	88	133.01
114	7726	4	18.69
16528	11381	4	83.72
105	10200	3	7.79
106	22581	3	15.55
12	11198	5	11.48
116	5848	5	24.77
118	4494	12	77.38
59	4726	3	10.45
594	1493	3	21.91
4388	566	9	107.04
203	104	55	9.32
2254	101	28	54.93
114	3734	3	7.3
171	3300	49	604.36
104	13799	7	36.58
107	5119	5	10.91
956	128	3	5.36
19411	109	5	35.71
831	202	3	10.4
108	3011	4	5.59
769	137	3	5.93
1221	12	59	125.54
106	531	24	19.47
704	1867	4	34.92
59	17597	4	31.73
105	20391	3	13.63
9708	101	5	9.4
5390	114	3	9.76
4431	162	13	121.91
2541	2053	6	74.35
113	8733	3	12.93
182	7994	3	24.45
5161	103	5	7.66
15621	101	5	16.5
910	109	25	61.02
11390	6601	12	258.69
3864	3700	4	55.27
12	1738	14	5.89
5024	4856	3	43.46
101	3455	9	7.45
5719	106	13	56.72
827	102	26	23.95
2266	1818	8	100.25
934	1	4	12.75
14582	103	3	9.06
1474	235	3	15.09
116	8728	3	14.86
116	10325	4	24.12
13501	1844	5	81.34
101	7710	5	6.9
870	12	71	126.27
103	4346	9	20.02
129	166	20	26.46
101	2037	32	64.74
105	130	176	64.49
103	913	95	348.07
104	518	48	74.24
106	12333	4	15.97
526	1416	3	20.94
874	102	20	12.81
106	9824	3	8.11
1649	6262	3	37.94
12712	12	7	24
107	10479	8	40.79
709	10798	4	52.21
101	24379	4	18.98
2407	103	8	7.22
14908	13268	8	190.59
311	1286	4	24.43
16295	101	3	7.07
306	109	39	47.06
210	669	3	9.69
153	1530	3	11.1
5693	106	14	63.57
101	7056	6	9
11959	14	3	5.23
133	4966	10	81.24
17271	101	4	12.03
105	5535	4	6.78
59	15107	9	89.78
702	116	5	4.45
101	2297	41	115.49
160	3622	5	33.7
131	3262	5	26.85
132	2339	4	17.52
157	308	5	8.52
7256	107	4	10.18
2300	185	3	15.8
9882	106	3	8.11
545	1158	3	19.88
2528	302	7	60.26
7276	110	22	175.62
4211	108	5	12.23
11243	12	6	16.18
628	157	4	10.81
101	18472	3	7.84
103	17356	4	17.8
104	16953	5	25.43
2087	165	6	35.83
431	1	3	4.21
164	300	45	265.82
141	320	8	17.38
109	629	16	17.51
259	798	5	25.42
6238	14	8	16.29
9181	871	3	36.84
85	3159	3	13.92
1403	12	31	37.58
6070	502	4	43.11
2014	124	6	24.51
987	126	5	13.05
2377	106	7	8.6
4202	101	18	44.65
114	1811	12	43.23
1007	123	4	7.62
10894	2252	5	79.84
106	22311	3	15.55
9903	103	3	6.13
10921	14	3	4.52
105	11355	6	26.24
174	4991	4	29.69
109	22402	3	18.18
13543	424	6	82.57
101	8910	6	12.24
12	8506	5	7.75
5712	103	5	8.57
116	7509	6	35.93
10957	110	5	26.12
269	146	48	250.75
1643	2620	9	115.72
